name,rsna_1_test/mAP_run_results,rsna_1_test/mAP_mean,rsna_1_test/mAP_std,rsna_1_test/mAP_num_runs,rsna_1_test/mAP_95_interval,rsna_1_test/mAP@0.5_run_results,rsna_1_test/mAP@0.5_mean,rsna_1_test/mAP@0.5_std,rsna_1_test/mAP@0.5_num_runs,rsna_1_test/mAP@0.5_95_interval,rsna_1_test/mAP@0.75_run_results,rsna_1_test/mAP@0.75_mean,rsna_1_test/mAP@0.75_std,rsna_1_test/mAP@0.75_num_runs,rsna_1_test/mAP@0.75_95_interval
ImageNet,0.026107870042324063;0.06146302819252014;0.018388789147138596;0.041154082864522934;0.03348096087574959,0.036118946224451,0.0165016224565865,5.0,0.0144643098243701,0.035406194627285004;0.0813841000199318;0.029284369200468063;0.05811645463109016;0.04760966822504997,0.050360157340765,0.0206035203543146,5.0,0.0180597818585148,0.001472532982006669;0.0022372412495315075;0.0003193867742083967;0.0007603745325468481;0.0013426352525129914,0.0012264341581612,0.000730709386958,5.0,0.0006404950175258
byol_100,0.06336040794849396;0.06369868665933609;0.06156300753355026;0.05240124836564064;0.10092379152774812,0.0683894284069538,0.0187616684463591,5.0,0.0164453274788098,0.0890829786658287;0.09388283640146255;0.09035909175872804;0.07316543161869049;0.1545231193304062,0.1002026915550231,0.0313934998822015,5.0,0.0275176159169878,0.002178858732804656;0.0019730564672499895;0.0009380467818118632;0.0011162463342770934;0.003372360020875931,0.0019157136674039,0.0009733104177422,5.0,0.0008531441968539
byol_30,0.09969214349985124;0.0943206027150154;0.09564483165740968;0.09564483165740968;0.09564483165740968,0.0961894482374191,0.0020402989576123,5.0,0.0017884008881481,0.15675805509090424;0.14234597980976105;0.13789668679237366;0.13789668679237366;0.13789668679237366,0.1425588190555572,0.0081680786640785,5.0,0.0071596366222705,0.0025955697055906057;0.003927488345652819;0.004186902195215225;0.004186902195215225;0.004186902195215225,0.0038167529273778,0.0006918421488094,5.0,0.0006064263811794
chexpert_30,0.07222874462604523;0.07435518503189087;0.051277291029691696;0.08089777827262878;0.07254290580749512,0.0702603809535503,0.0111732238015412,5.0,0.0097937624756413,0.10904955863952635;0.10671456903219224;0.07869289070367813;0.12228255718946456;0.10469955950975418,0.104287827014923,0.0158717025501493,5.0,0.0139121606817499,0.001517095835879445;0.0013353693066164851;0.0008231744868680835;0.002679676515981555;0.0030291143339127302,0.0018768860958516,0.0009360956134843,5.0,0.0008205239826746
chexpert_100,0.06042797863483429;0.06545472890138626;0.055242009460926056;0.05469020456075668;0.05469020456075668,0.0581010252237319,0.0047679407577621,5.0,0.0041792843416428,0.0842275619506836;0.08376181870698929;0.07684216648340225;0.07680365443229675;0.07680365443229675,0.0796877712011337,0.0039351394007015,5.0,0.0034493017667553,0.0014684256166219711;0.001252082176506519;0.0005652865511365235;0.0010669915936887264;0.0010669915936887264,0.0010839555063284,0.0003337951754737,5.0,0.0002925843715449
ConVIRT_100,0.08814453333616257;0.07697409391403198;0.0960884690284729;0.07712199538946152;0.07119569182395935,0.0819049566984176,0.0100247546038274,5.0,0.0087870848387495,0.1299780011177063;0.11384496837854384;0.144941508769989;0.1180231124162674;0.10533777624368668,0.1224250733852386,0.0154029848216949,5.0,0.0135013114781413,0.0021983578335493803;0.0016330302460119128;0.002854985184967518;0.002393169328570366;0.0005795363103970885,0.0019318157806992,0.0008737943225649,5.0,0.0007659144934145
ConVIRT_30,0.09178828448057176;0.09902158379554749;0.09902158379554749;0.09902158379554749;0.09902158379554749,0.0975749239325523,0.0032348297939776,5.0,0.0028354533314704,0.13202042877674103;0.15079933404922485;0.15079933404922485;0.15079933404922485;0.15079933404922485,0.1470435529947281,0.0083981817464606,5.0,0.0073613308668136,0.0026672210078686476;0.0059212688356637955;0.0059212688356637955;0.0059212688356637955;0.0059212688356637955,0.0052704592701047,0.001455254428997,5.0,0.0012755867484956
LoVT_100,0.07714593410491943;0.11359652131795885;0.0919799730181694;0.10089953243732452;0.09764502197504044,0.0962533965706825,0.0133009816037826,5.0,0.0116588244211446,0.11503361910581587;0.17151185870170593;0.13385123014450073;0.14710545539855957;0.13432647287845612,0.1403657272458076,0.0208334611193978,5.0,0.0182613338256723,0.0011228705989196897;0.0035747280344367027;0.0024382194969803095;0.00617566891014576;0.010862289927899836,0.0048347553936764,0.003848323128313,5.0,0.0033732039488027
LoVT_30,0.08981052786111832;0.06117516756057739;0.095982164144516;0.1051708459854126;0.07805899530649185,0.0860395401716232,0.0170367918300856,5.0,0.0149334064630291,0.13209150731563568;0.085035040974617;0.1436612755060196;0.16267287731170654;0.11312687397003174,0.1273175150156021,0.0297030850958638,5.0,0.0260359020269984,0.00545099750161171;0.0037953255232423544;0.003152664750814438;0.0024482300505042076;0.0025945084635168314,0.0034883452579379,0.0012185756003981,5.0,0.0010681286082594
pixelpro_30,0.01598438248038292;0.030885152518749237;0.04070889577269554;0.02886888012290001;0.014962554909288883,0.0262819731608033,0.0108418984414134,5.0,0.0095033429926985,0.021180719137191772;0.0441492535173893;0.05899987742304802;0.03981864079833031;0.021145537495613095,0.0370588056743145,0.0161605035984171,5.0,0.0141653059619027,0.0005082028219476342;0.005083038471639156;0.0008920764084905386;0.0005300959455780685;0.0019801980815827847,0.0017987223458476,0.0019310959516262,5.0,0.001692680233013
pixelpro_100,0.01551232673227787;0.016863614320755005;0.05419665202498436;0.05123157054185867;0.02404762431979179,0.03237035758793354,0.018881556232757984,5.0,0.016550413756913223,0.02055448107421398;0.02139769122004509;0.08115383237600327;0.07780023664236069;0.03508099913597107,0.04719744808971882,0.030049335193011607,5.0,0.02633940361873828,0.00012963653716724366;0.0026333623100072145;0.0011986743193119764;0.0011512041091918943;0.001957145519554615,0.001414004559046589,0.000941656496821372,5.0,0.0008253983118319858
random,0.00931640062481165;0.007263757754117251;0.01052814908325672;0.013928255997598171;0.006895693019032478,0.0095864512957632,0.0028480728374168,5.0,0.0024964459119792,0.015904011204838753;0.00964714214205742;0.013624648563563824;0.016631899401545525;0.00859043188393116,0.0128796266391873,0.0036272461394489,5.0,0.0031794214240611,0.0008250825339928269;8.462384721497074e-05;0.001100110006518662;0.0005712109850719571;0.000384504470275715,0.0005931063686148,0.0003916038382509,5.0,0.0003432558986109
simclr_100,0.05728503689169884;0.05588724836707115;0.05289553850889206;0.05155585706233978;0.05155585706233978,0.0538359075784683,0.0026165839729303,5.0,0.002293536975865,0.08442651480436325;0.08106229454278946;0.07558510452508926;0.07361409813165665;0.07361409813165665,0.077660422027111,0.0048581160173302,5.0,0.0042583264416737,0.001489429036155343;0.0007648286409676075;0.0009869250934571028;0.0006297471700236201;0.0006297471700236201,0.0009001354221254,0.0003603217136681,5.0,0.0003158359074482
simclr_30,0.06755713373422623;0.07445327192544937;0.0894356369972229;0.0928509458899498;0.07151787728071213,0.079162973165512,0.0112717845222874,5.0,0.0098801547564693,0.10130547732114792;0.10697419196367264;0.1339302361011505;0.13292065262794495;0.10084876418113708,0.1151958644390106,0.0168190579128489,5.0,0.0147425542697693,0.0010752889793366194;0.003792972769588232;0.004426616709679365;0.0017534736543893814;0.003332245396450162,0.0028761195018887,0.0014103223574249,5.0,0.0012362020512648
